Product_ID,Channel,Price,Promotion,Competitor_Price,Location_Type,Weekday,Stock_Availability,Sales,Revenue
303,Online,38.06,1,35.94,Urban,Thursday,Low Stock,540.57813310791,20574.403746087057
304,Physical,55.55,0,10.58,Urban,Wednesday,In Stock,250.067820080837,13891.267405490496
305,Physical,49.56,0,54.66,Urban,Wednesday,Out of Stock,590.2438306914531,29252.484249068417
306,Physical,19.51,0,35.71,Suburban,Friday,Out of Stock,477.1405497527411,9309.01212567598
307,Online,67.67,1,76.11,Urban,Wednesday,Out of Stock,448.57806619288647,30355.277739272628
308,Online,29.44,0,12.16,Suburban,Tuesday,In Stock,618.7600799653343,18216.29675417944
309,Physical,65.76,0,62.63,Urban,Wednesday,In Stock,468.9889702442473,30840.714683261704
310,Online,68.52,0,94.73,Urban,Tuesday,In Stock,359.9625886195784,24664.63657221351
311,Online,23.68,0,25.7,Urban,Friday,In Stock,389.4285940003396,9221.66910592804
312,Online,15.52,0,52.45,Rural,Thursday,In Stock,597.9982981090682,9280.933586652738
313,Online,80.27,1,18.23,Suburban,Saturday,Low Stock,359.86263010348983,28886.173318407127
314,Physical,51.38,0,66.31,Urban,Tuesday,In Stock,541.8075542720474,27838.072138497795
315,Physical,15.23,0,59.55,Suburban,Thursday,In Stock,499.5273699008416,7607.801843589818
316,Physical,99.54,1,46.66,Urban,Thursday,In Stock,415.0409124798476,41313.172428244034
317,Online,15.2,1,56.92,Rural,Tuesday,Low Stock,436.8111658891956,6639.5297215157725
318,Online,72.55,0,90.69,Suburban,Friday,In Stock,412.0108130741229,29891.38448852761
319,Online,98.53,0,27.67,Urban,Monday,Low Stock,148.76708539892684,14658.020924356262
320,Online,31.53,0,12.03,Suburban,Thursday,In Stock,368.200337933258,11609.356655035624
321,Online,22.8,0,87.55,Urban,Thursday,Low Stock,585.0125353873921,13338.28580683254
322,Physical,20.92,0,61.94,Rural,Friday,Out of Stock,664.5103639593696,13901.556814030013
323,Physical,37.29,0,90.16,Urban,Friday,In Stock,434.40101206789535,16198.813740011818
324,Online,19.09,0,63.73,Suburban,Wednesday,Out of Stock,341.840699559,6525.738954581309
325,Physical,72.29,1,82.91,Urban,Friday,In Stock,408.9996428888386,29566.584184434145
326,Physical,15.61,0,48.67,Suburban,Thursday,In Stock,644.948593192816,10067.647539739855
327,Online,55.85,0,77.49,Suburban,Tuesday,In Stock,295.0058664508425,16476.077641279557
328,Physical,99.7,0,92.17,Suburban,Monday,In Stock,278.1952359415123,27736.065023368777
329,Online,83.26,1,61.49,Suburban,Sunday,Low Stock,515.5277374811831,42922.8394226833
330,Online,65.37,1,26.27,Rural,Wednesday,In Stock,417.9021456745646,27318.26326274629
331,Online,37.56,1,34.19,Urban,Sunday,In Stock,649.790672085032,24406.137643513805
332,Physical,66.15,1,27.88,Urban,Tuesday,In Stock,220.7454516550496,14602.311626981533
333,Online,57.43,1,32.22,Urban,Monday,In Stock,431.2740912468984,24768.071060309376
334,Online,48.35,0,37.58,Rural,Monday,In Stock,539.6527166354999,26092.208849326424
335,Online,21.76,0,59.96,Urban,Monday,Low Stock,431.0718353867835,9380.12313801641
336,Online,89.79,0,62.92,Suburban,Saturday,In Stock,415.05598433880857,37267.87683378162
337,Physical,50.48,1,48.38,Suburban,Tuesday,In Stock,496.5109616939839,25063.873346312303
338,Physical,27.52,1,65.39,Urban,Wednesday,In Stock,677.8729425055923,18655.0633777539
339,Online,43.1,0,17.34,Urban,Wednesday,In Stock,510.2956907022541,21993.744269267158
340,Online,47.27,0,17.9,Urban,Monday,In Stock,413.3386151048088,19538.516336004315
341,Online,84.48,0,25.46,Urban,Tuesday,Low Stock,196.11504406306335,16567.798922447597
342,Online,76.03,1,56.63,Urban,Saturday,In Stock,503.3612752125228,38270.55775440811
343,Online,79.24,0,29.26,Urban,Monday,In Stock,215.00001547189956,17036.601225993316
344,Online,10.99,0,35.5,Rural,Friday,In Stock,559.8716852785387,6152.989821211141
345,Online,47.45,0,46.03,Rural,Sunday,In Stock,300.80070405752275,14272.993407529457
346,Physical,53.32,0,83.07,Urban,Wednesday,Low Stock,482.4294673412295,25723.139198634355
347,Physical,11.73,1,11.25,Urban,Sunday,In Stock,700.3743078288763,8215.39063083272
348,Online,33.38,0,68.44,Urban,Thursday,In Stock,490.1730277434941,16361.975666077837
349,Online,78.43,1,70.2,Suburban,Monday,Low Stock,575.2640438849311,45117.95896189515
350,Physical,22.34,0,81.88,Rural,Friday,In Stock,840.7432940584633,19992.355371518803
351,Online,58.18,0,93.95,Urban,Wednesday,In Stock,481.3752685188787,28006.413122428363
352,Physical,29.37,0,11.81,Urban,Sunday,In Stock,482.2442156241985,14163.51261288271
353,Physical,11.09,1,23.84,Suburban,Saturday,In Stock,656.5512584882057,7281.153456634201
354,Online,31.71,0,89.76,Suburban,Tuesday,Low Stock,591.0453659174078,18742.048553241
355,Online,97.83,0,51.27,Urban,Wednesday,In Stock,338.92460241588964,33156.99385434648
356,Physical,82.14,0,60.81,Suburban,Sunday,Low Stock,309.32049681273367,25407.585608197944
357,Online,96.36,1,69.67,Urban,Tuesday,In Stock,335.8255899725458,32360.15384975451
358,Online,53.91,0,71.12,Urban,Sunday,Low Stock,300.92272285694924,16222.743989218132
359,Physical,19.88,1,93.86,Suburban,Tuesday,In Stock,683.8641506913171,13595.219315743385
360,Online,59.32,0,99.73,Rural,Saturday,In Stock,581.9834165135368,34523.256267583005
361,Online,50.89,0,74.81,Urban,Saturday,In Stock,377.5252888806869,19212.261951138156
362,Physical,85.99,0,35.85,Rural,Monday,In Stock,295.40278965327576,25401.685882285183
363,Online,18.83,0,89.18,Urban,Monday,In Stock,600.144013646907,11300.711776971257
364,Online,53.94,0,14.43,Suburban,Wednesday,Low Stock,277.9981876957402,14995.222244308226
365,Physical,23.5,0,30.8,Urban,Saturday,Out of Stock,294.04596702467336,6910.080225079824
366,Online,39.22,0,90.76,Rural,Friday,In Stock,680.5354699120787,26690.601129951727
367,Physical,76.36,1,33.06,Rural,Sunday,In Stock,450.57905303833786,34406.21649000748
368,Physical,52.84,0,29.86,Urban,Sunday,Low Stock,641.308782770926,33886.75608161573
369,Online,43.83,1,22.43,Rural,Sunday,In Stock,599.3963013957541,26271.5398901759
370,Online,45.5,0,87.32,Rural,Wednesday,Out of Stock,649.4443978648547,29549.72010285089
371,Online,51.35,0,55.01,Suburban,Sunday,In Stock,255.3596268976602,13112.716841194851
372,Online,80.65,0,70.74,Urban,Thursday,In Stock,182.521463543844,14720.35603481102
373,Online,90.29,0,31.52,Rural,Tuesday,In Stock,251.25620610525863,22685.922849243805
374,Physical,95.98,0,78.22,Rural,Sunday,In Stock,205.69845765186875,19742.937965426365
375,Online,80.82,0,78.4,Urban,Tuesday,In Stock,305.80131531559744,24714.86230380658
376,Online,38.39,0,38.13,Rural,Monday,Out of Stock,694.5214180124967,26662.67723749975
377,Physical,71.93,0,46.96,Urban,Sunday,Out of Stock,461.15261716818605,33170.70775290763
378,Online,49.38,1,28.87,Urban,Friday,In Stock,391.34444576682034,19324.58873196559
379,Physical,32.92,1,97.89,Suburban,Saturday,In Stock,443.9479486430124,14614.76646932797
380,Online,85.68,0,68.1,Suburban,Saturday,In Stock,234.32626618959495,20077.0744871245
381,Online,13.46,0,94.11,Suburban,Monday,Low Stock,585.3905557061278,7879.356879804481
382,Physical,91.16,0,37.3,Urban,Thursday,In Stock,223.4136330739924,20366.386791025147
383,Physical,51.53,0,80.37,Rural,Wednesday,In Stock,352.48037489233786,18163.31371820217
384,Physical,67.35,0,78.93,Urban,Wednesday,In Stock,535.1200592330795,36040.3359893479
385,Physical,69.34,0,72.25,Urban,Friday,In Stock,330.6639206141747,22928.236255386877
386,Physical,90.56,0,96.91,Urban,Monday,Out of Stock,441.7177672602709,40001.96100309013
387,Online,67.3,0,45.42,Suburban,Monday,In Stock,360.6787421891023,24273.67934932658
388,Online,65.25,0,21.76,Rural,Thursday,In Stock,408.9927055086042,26686.774034436425
389,Physical,16.0,1,70.45,Suburban,Sunday,In Stock,661.1079671556954,10577.727474491126
390,Physical,56.66,1,75.64,Rural,Wednesday,In Stock,460.471356134203,26090.30703856394
391,Physical,23.52,0,61.76,Urban,Sunday,In Stock,481.3412795898034,11321.146895952175
392,Online,76.37,1,28.61,Suburban,Monday,In Stock,331.4764885642195,25314.859431649445
393,Online,56.1,1,55.4,Urban,Sunday,In Stock,720.9050551576235,40442.773594342674
394,Physical,71.22,0,38.1,Urban,Saturday,In Stock,334.58052718392884,23828.825146039413
395,Online,13.75,0,48.47,Urban,Friday,In Stock,549.2782814703878,7552.576370217832
396,Physical,17.63,0,68.07,Suburban,Wednesday,In Stock,662.6376540708549,11682.30184126917
397,Physical,74.47,1,77.07,Suburban,Thursday,Low Stock,493.4880145245871,36750.052441646
398,Online,16.49,1,30.9,Suburban,Friday,In Stock,716.252631931437,11811.005900549397
399,Physical,16.41,0,46.48,Urban,Tuesday,In Stock,498.3172239298885,8177.385644689471
400,Physical,11.09,0,34.22,Urban,Saturday,In Stock,482.2610249587311,5348.274766792328
401,Online,96.09,0,27.88,Suburban,Thursday,In Stock,121.41765039851718,11667.022026793516
402,Physical,76.38,0,80.5,Urban,Friday,In Stock,578.6747330050702,44199.17610692725
403,Online,41.79,0,91.83,Rural,Monday,Out of Stock,530.4125176234395,22165.939111483534
404,Physical,36.69,1,43.32,Suburban,Tuesday,In Stock,440.8207540378505,16173.713465648734
405,Online,41.47,0,77.62,Urban,Thursday,In Stock,529.7777221979218,21969.88213954781
406,Physical,79.72,1,90.73,Rural,Monday,Low Stock,437.434612293656,34872.287292050256
407,Online,69.52,1,86.15,Suburban,Saturday,In Stock,490.0198768546069,34066.18183893227
408,Online,26.67,1,26.45,Urban,Tuesday,Out of Stock,590.6303431727717,15752.111252417824
409,Physical,25.67,0,96.07,Suburban,Wednesday,In Stock,754.39352402541,19365.28176173228
410,Online,18.86,0,43.9,Urban,Monday,Low Stock,531.948535817304,10032.549385514352
411,Online,69.43,0,40.53,Rural,Friday,Low Stock,266.95132295448485,18534.430352729883
412,Physical,78.79,0,15.62,Rural,Sunday,Out of Stock,204.9835157705772,16150.651207563778
413,Physical,33.85,0,53.76,Rural,Thursday,Out of Stock,554.6897186910468,18776.24697769193
414,Online,11.89,0,19.81,Suburban,Tuesday,Low Stock,302.170908421306,3592.8121011293283
415,Physical,17.4,0,32.37,Urban,Monday,Low Stock,399.5717723703908,6952.5488392448
416,Online,97.11,0,38.52,Suburban,Wednesday,In Stock,258.41960761973405,25095.12809595237
417,Online,36.59,0,82.79,Urban,Sunday,In Stock,366.8480422625252,13422.969866385796
418,Online,79.23,0,88.79,Suburban,Thursday,In Stock,369.0232120865136,29237.709093614478
419,Physical,66.22,1,37.22,Suburban,Thursday,Out of Stock,394.8434964342485,26146.53633387593
420,Physical,44.37,1,87.28,Urban,Monday,Low Stock,707.0098522075667,31370.027142449733
421,Physical,28.51,0,87.15,Urban,Wednesday,Out of Stock,549.48676668808,15665.867718277164
422,Physical,20.92,0,78.82,Rural,Saturday,Low Stock,703.0891382603047,14708.624772405576
423,Online,65.35,0,23.2,Rural,Sunday,In Stock,325.5623023238062,21275.49645686073
424,Online,79.72,0,72.13,Urban,Saturday,In Stock,542.8851130809267,43278.80121481147
425,Online,67.95,0,95.05,Urban,Tuesday,In Stock,313.52610356082283,21304.098736957912
426,Online,57.73,1,71.43,Urban,Monday,In Stock,702.5176841267978,40556.34590464004
427,Online,13.78,0,39.85,Rural,Sunday,In Stock,490.3572843770611,6757.123378715902
428,Physical,97.16,0,55.05,Urban,Tuesday,Out of Stock,417.4349701226409,40557.981697115785
429,Online,81.88,0,68.12,Suburban,Saturday,Low Stock,468.1834699885165,38334.86252265972
430,Online,36.35,0,55.95,Urban,Sunday,In Stock,199.48421592173247,7251.251248754976
431,Online,98.2,0,20.8,Suburban,Thursday,In Stock,245.816821031984,24139.211825340823
432,Physical,64.17,0,38.09,Urban,Tuesday,In Stock,451.3469762807898,28962.935467938285
433,Physical,62.42,0,82.22,Suburban,Wednesday,In Stock,578.8292736671117,36130.52326230111
434,Online,77.33,0,87.53,Urban,Friday,In Stock,286.7412814220578,22173.70329236773
435,Online,83.06,0,22.36,Suburban,Saturday,In Stock,313.04428970142294,26001.45870260019
436,Physical,69.08,0,95.71,Urban,Saturday,In Stock,469.1473678665728,32408.700172222845
437,Online,21.53,0,39.59,Suburban,Wednesday,In Stock,546.9658966966324,11776.175755878496
438,Physical,40.44,1,69.61,Rural,Sunday,Out of Stock,697.5736486593019,28209.878351782165
439,Physical,93.53,0,77.66,Urban,Sunday,In Stock,443.6359852726434,41493.273702550345
440,Online,30.22,0,83.08,Rural,Sunday,In Stock,494.8157045235529,14953.330590701768
441,Online,43.5,0,95.12,Suburban,Tuesday,In Stock,564.5319331846656,24557.139093532955
442,Physical,48.89,0,38.16,Urban,Monday,In Stock,409.3185317212128,20011.58301585009
443,Online,49.55,0,87.27,Urban,Thursday,In Stock,477.1797377730345,23644.256006653857
444,Online,65.16,0,21.85,Urban,Friday,Low Stock,301.2624788830959,19630.26312402253
445,Physical,94.88,1,73.45,Suburban,Monday,In Stock,434.4187242056637,41217.64855263337
446,Physical,31.66,0,76.78,Suburban,Monday,In Stock,482.5518397532734,15277.591246588636
447,Physical,20.94,0,71.0,Urban,Wednesday,In Stock,657.0136778530881,13757.866414243666
448,Physical,27.77,0,32.71,Suburban,Tuesday,In Stock,595.155828829185,16527.477366586467
449,Online,89.82,1,88.57,Rural,Saturday,In Stock,380.7123444414104,34195.58277772748
450,Online,68.12,0,25.2,Rural,Saturday,In Stock,443.81298879391227,30232.540796641304
451,Physical,35.73,0,14.83,Suburban,Wednesday,Low Stock,322.73565757738595,11531.34504524
452,Online,83.44,0,74.57,Rural,Tuesday,Low Stock,446.87869116897855,37287.55799113957
453,Online,87.52,0,52.79,Suburban,Wednesday,Low Stock,430.9078810590568,37713.05775028864
454,Physical,86.19,0,86.42,Urban,Saturday,In Stock,361.72393039201614,31176.985560487872
455,Online,92.7,0,44.51,Rural,Monday,In Stock,183.52022580162213,17012.324931810374
456,Online,32.7,0,25.15,Urban,Thursday,Out of Stock,376.981700228837,12327.30159748297
457,Online,77.95,0,85.28,Urban,Sunday,In Stock,433.92068656488567,33824.11751773284
458,Online,51.45,0,59.4,Urban,Tuesday,In Stock,635.1904412409964,32680.548201849266
459,Online,85.78,0,27.03,Rural,Friday,In Stock,84.556715896329,7253.275089587101
460,Online,75.56,1,74.83,Rural,Friday,In Stock,495.2241964811977,37419.1402861193
461,Online,79.88,0,56.0,Urban,Monday,In Stock,323.6127850902988,25850.189273013068
462,Physical,69.05,0,64.39,Urban,Wednesday,In Stock,341.4528238231891,23577.317484991207
463,Physical,25.97,0,51.48,Urban,Wednesday,In Stock,503.9868058271386,13088.537347330788
464,Online,59.05,0,84.58,Suburban,Saturday,Out of Stock,408.26531781509226,24108.0670169812
465,Physical,98.62,1,84.66,Urban,Monday,In Stock,548.4655411862408,52027.284594099125
466,Online,94.36,0,73.84,Suburban,Saturday,In Stock,451.6693806666725,42619.522759707215
467,Online,13.89,0,19.49,Urban,Saturday,In Stock,499.1785271147023,6933.589741623215
468,Physical,24.83,0,85.5,Urban,Friday,In Stock,569.980498651371,14152.61578151354
469,Online,21.86,0,70.39,Urban,Saturday,In Stock,514.9663327372934,11257.164033637237
470,Physical,75.34,0,72.73,Urban,Sunday,Low Stock,390.7981337752676,29442.731398628664
471,Online,83.6,0,42.67,Rural,Saturday,In Stock,477.52310288676256,39920.93140133335
472,Physical,29.22,0,89.14,Urban,Friday,Low Stock,565.6365763798642,16527.90076181963
473,Online,55.53,1,75.28,Urban,Sunday,In Stock,472.261760197374,26224.695543760172
474,Physical,85.66,0,20.13,Urban,Wednesday,In Stock,200.6738108653149,17189.718638722872
475,Online,75.95,1,46.7,Urban,Tuesday,Low Stock,502.92199617688806,38196.92560963465
476,Physical,58.8,1,89.77,Urban,Thursday,In Stock,501.9663295952395,29515.62018020008
477,Online,63.13,1,14.25,Urban,Saturday,In Stock,404.1743905337476,25515.529274395485
478,Online,55.75,0,96.53,Suburban,Sunday,In Stock,545.223313516274,30396.199728532272
479,Physical,36.78,0,71.12,Suburban,Tuesday,In Stock,449.3237143946973,16526.12621543697
480,Online,60.85,1,66.82,Urban,Friday,In Stock,344.2244279234948,20946.056439144657
481,Physical,72.0,0,34.35,Urban,Tuesday,In Stock,209.56145361468973,15088.424660257662
482,Physical,88.6,0,32.39,Rural,Thursday,In Stock,168.80334911270268,14955.976731385455
483,Online,67.27,1,94.79,Urban,Tuesday,In Stock,531.2522694143358,35737.34016350237
484,Physical,78.5,1,36.84,Urban,Sunday,Low Stock,403.3599661395277,31663.757341952925
485,Online,24.41,0,79.8,Urban,Tuesday,Low Stock,656.535129737711,16026.022516897528
486,Physical,51.54,0,45.38,Urban,Tuesday,Low Stock,287.6443991335293,14825.1923313421
487,Online,10.84,0,22.53,Suburban,Tuesday,In Stock,574.9486870707175,6232.443767846577
488,Online,32.2,1,10.96,Urban,Monday,Out of Stock,472.1276488850198,15202.51029409764
489,Physical,75.38,1,58.98,Suburban,Saturday,In Stock,275.57527011181526,20772.863861028636
490,Physical,99.26,0,97.82,Urban,Friday,Low Stock,349.5873659384205,34700.04194304762
491,Online,18.93,0,43.22,Urban,Thursday,In Stock,651.8117551499968,12338.79652498944
492,Physical,46.13,1,42.15,Suburban,Friday,In Stock,611.1564551658483,28192.647276800584
493,Online,82.01,0,40.97,Urban,Monday,Low Stock,287.2779588977932,23559.665409208024
494,Online,28.36,0,56.85,Suburban,Monday,In Stock,627.0170616128751,17782.203867341137
495,Online,59.96,1,49.66,Urban,Sunday,In Stock,508.68226805473046,30500.58879256164
496,Online,75.98,0,89.19,Suburban,Monday,Low Stock,510.5688827822438,38793.023713794886
497,Online,65.44,0,55.5,Urban,Saturday,Low Stock,215.79976650311983,14121.936719964162
498,Online,26.92,0,55.7,Rural,Monday,Out of Stock,392.2127184739736,10558.36638131937
499,Physical,41.98,0,22.45,Urban,Tuesday,In Stock,470.873598557272,19767.27366743428
500,Physical,80.54,1,98.45,Rural,Friday,In Stock,668.9382494344824,52027.284594099125
501,Physical,59.88,0,32.5,Urban,Wednesday,In Stock,397.14957309125055,23781.316436704084
502,Online,10.47,1,16.6,Suburban,Thursday,In Stock,546.8213126624198,5725.219143575536
503,Online,78.49,0,69.68,Urban,Monday,In Stock,279.5934141426711,21945.287076058252
504,Physical,13.18,0,63.58,Rural,Friday,In Stock,549.4984836405192,7242.390014382043
505,Physical,77.12,0,47.36,Urban,Sunday,In Stock,446.16369917167646,34408.14448011969
506,Online,28.22,0,48.0,Urban,Monday,In Stock,462.9772961712606,13065.219297952974
507,Physical,96.23,0,80.66,Urban,Saturday,Low Stock,429.2911241387419,41310.684875871135
508,Physical,43.11,0,27.61,Urban,Monday,Out of Stock,469.59231254545455,20244.124593834546
509,Physical,39.42,0,83.82,Urban,Monday,Low Stock,701.0625800426993,27635.88690528321
510,Physical,23.4,0,68.39,Rural,Monday,Low Stock,574.9061871536508,13452.804779395428
511,Physical,37.5,1,47.71,Rural,Sunday,In Stock,559.2103638817958,20970.388645567346
512,Online,88.9,0,51.22,Urban,Monday,Out of Stock,401.05721056802673,35653.98601949758
513,Physical,99.67,1,33.1,Rural,Thursday,In Stock,223.8287204701981,22309.008569264646
514,Physical,43.15,0,77.69,Suburban,Friday,Low Stock,459.9533022889063,19846.984993766306
515,Online,50.37,0,56.16,Urban,Saturday,Out of Stock,268.02452544701515,13500.395346766152
516,Online,74.99,0,38.88,Suburban,Monday,Out of Stock,189.8625440952005,14237.792181699082
517,Online,89.76,0,63.64,Suburban,Monday,In Stock,505.457187972981,45369.837192454776
518,Physical,63.37,0,99.62,Rural,Monday,In Stock,546.6764573640701,34642.88710316112
519,Physical,45.24,1,49.17,Urban,Monday,In Stock,402.92984170270654,18228.546038630444
520,Online,47.14,1,92.86,Suburban,Tuesday,In Stock,740.2128994627055,34893.63608067194
521,Online,72.61,0,41.05,Urban,Tuesday,In Stock,257.5952453804657,18703.99076707561
522,Online,10.29,0,14.93,Urban,Wednesday,In Stock,557.9400608333398,5741.203225975066
523,Physical,65.76,1,28.38,Urban,Monday,In Stock,489.2013604395671,32169.88146250593
524,Physical,41.99,0,47.68,Rural,Wednesday,In Stock,614.8940700082699,25819.401999647253
525,Physical,81.48,1,29.77,Rural,Thursday,Low Stock,320.5870249499545,26121.430792922296
526,Online,18.37,1,10.02,Suburban,Wednesday,In Stock,481.7220612819965,8849.234265750276
527,Online,62.94,1,92.35,Suburban,Friday,In Stock,295.5057485241541,18599.13181211026
528,Online,53.29,0,85.95,Urban,Tuesday,Low Stock,473.2076873306828,25217.237657852085
529,Online,67.81,0,76.81,Urban,Tuesday,In Stock,488.8179831984232,33146.74744068508
530,Physical,15.84,0,25.1,Urban,Monday,Out of Stock,580.9573835269473,9202.364955066843
531,Physical,62.2,0,20.83,Urban,Monday,In Stock,449.1999379628759,27940.23614129088
532,Physical,60.53,1,16.08,Suburban,Thursday,In Stock,449.2855741998393,27195.255806316272
533,Physical,60.46,0,75.16,Suburban,Saturday,In Stock,489.18811182391664,29576.313240874
534,Online,64.31,0,93.59,Urban,Thursday,In Stock,468.90704407136144,30155.412004229256
535,Physical,70.88,1,48.75,Urban,Friday,In Stock,520.1654835552902,36869.32947439897
536,Physical,82.45,1,20.72,Urban,Monday,In Stock,259.44076429000097,21390.891015710586
537,Physical,34.28,1,56.12,Urban,Monday,In Stock,451.4135169084749,15474.45535962252
538,Online,84.25,1,41.39,Rural,Thursday,In Stock,305.0311990558717,25698.87852045719
539,Online,54.84,0,43.73,Suburban,Thursday,In Stock,416.88237175866567,22861.829267245223
540,Online,16.94,0,65.92,Rural,Thursday,In Stock,442.5075334194752,7496.07761612591
541,Physical,15.27,1,74.68,Urban,Tuesday,In Stock,632.5905840395811,9659.658218284403
542,Physical,40.08,0,19.95,Urban,Wednesday,In Stock,339.4905716964834,13606.782113595054
543,Online,80.64,0,13.2,Urban,Wednesday,In Stock,322.3421210965456,25993.66864522544
544,Physical,73.69,0,99.49,Rural,Monday,In Stock,507.074546053038,37366.32329864837
545,Physical,80.98,0,30.95,Suburban,Tuesday,In Stock,285.51860922589174,23121.296975112717
546,Online,56.55,1,14.84,Urban,Thursday,Low Stock,476.86148816375567,26966.517155660385
547,Online,49.62,0,27.09,Suburban,Monday,In Stock,427.589044396697,21216.968382964107
548,Physical,23.27,0,13.51,Urban,Tuesday,Low Stock,409.2130442867028,9522.387540551574
549,Online,39.54,0,45.26,Suburban,Friday,Low Stock,397.88006936122713,15732.17794254292
550,Physical,49.06,0,82.22,Rural,Saturday,In Stock,646.3986415622371,31712.317355043357
551,Online,17.97,0,40.71,Suburban,Tuesday,In Stock,269.6122195197676,4844.931584770223
552,Physical,29.86,0,49.98,Suburban,Sunday,Out of Stock,421.31966310627473,12580.605140353364
553,Online,63.84,1,70.8,Urban,Monday,Low Stock,497.7817478590094,31778.38678331916
554,Online,76.21,0,55.8,Urban,Wednesday,In Stock,400.86014273193473,30549.551477600744
555,Physical,99.85,0,87.53,Urban,Sunday,Low Stock,439.1356526103192,43847.69491314037
556,Online,93.98,0,87.94,Urban,Thursday,Low Stock,532.6231604188147,50055.924616160206
557,Online,67.83,0,10.89,Suburban,Saturday,In Stock,275.20393171298696,18667.082688091905
558,Online,47.91,0,80.02,Suburban,Friday,Low Stock,489.8814375310167,23470.21967211101
559,Physical,67.26,1,51.47,Urban,Saturday,In Stock,503.791006061518,33884.9830676977
560,Physical,80.71,0,99.0,Rural,Saturday,In Stock,362.4029061671079,29249.538556747277
561,Physical,20.65,1,53.49,Urban,Tuesday,Out of Stock,516.2812727944125,10661.208283204618
562,Online,46.89,0,98.82,Urban,Monday,Low Stock,523.8999533735981,24565.66881368801
563,Online,85.58,0,77.91,Urban,Monday,In Stock,430.8272292001798,36870.19427495138
564,Online,44.54,0,32.37,Urban,Saturday,In Stock,384.5576553823519,17128.197970729954
565,Online,61.47,1,58.46,Urban,Thursday,In Stock,543.1185388718094,33385.49658445012
566,Online,62.9,0,99.29,Urban,Monday,Low Stock,291.5482687128464,18338.386102038035
567,Online,26.6,0,87.18,Urban,Saturday,In Stock,583.1004623419459,15510.47229829576
568,Online,42.6,0,18.76,Rural,Monday,Out of Stock,348.07534092856747,14828.009523556975
569,Physical,40.11,0,73.57,Urban,Thursday,Low Stock,379.2426244508815,15211.421666724857
570,Online,12.36,0,41.1,Urban,Friday,In Stock,604.6612503584847,7473.613054430871
571,Online,12.18,0,10.63,Urban,Sunday,In Stock,663.1945569274314,8077.709703376115
572,Physical,84.85,0,46.31,Suburban,Saturday,In Stock,394.6408925680886,33485.27973440231
573,Online,34.58,0,31.13,Urban,Wednesday,In Stock,546.604900547844,18901.59746094444
574,Physical,56.63,0,83.7,Rural,Wednesday,In Stock,540.4427034616804,30605.27029703496
575,Physical,36.89,1,40.36,Suburban,Saturday,In Stock,616.250144964622,22733.467847744905
576,Physical,94.66,1,84.48,Suburban,Tuesday,In Stock,257.7068064424484,24394.526297842163
577,Online,33.34,1,10.05,Suburban,Friday,In Stock,490.6149049928011,16357.100932459987
578,Physical,48.67,0,37.7,Urban,Tuesday,In Stock,455.92197666458674,22189.72260426544
579,Online,88.55,0,31.7,Urban,Sunday,In Stock,306.6154781200867,27150.80058753368
580,Online,85.77,0,31.02,Urban,Wednesday,In Stock,389.0156189269705,33365.86963536626
581,Online,26.75,0,16.14,Suburban,Thursday,In Stock,335.4152350366821,8972.357537231246
582,Physical,82.24,0,26.84,Urban,Saturday,In Stock,326.5671615407699,26856.88336511292
583,Online,51.24,0,60.0,Urban,Sunday,In Stock,334.1558996007386,17122.148295541847
584,Online,53.47,0,36.22,Rural,Monday,In Stock,364.125041016094,19469.765943130544
585,Physical,22.01,0,47.57,Urban,Wednesday,Low Stock,511.9086992764725,11267.11047107516
586,Online,17.25,1,43.92,Rural,Friday,In Stock,713.7220914048952,12311.706076734445
587,Online,75.51,0,88.83,Suburban,Wednesday,In Stock,487.8703388400344,36839.089285811
588,Online,54.68,0,91.48,Urban,Friday,Low Stock,503.613058771164,27537.56205360725
589,Online,49.32,0,54.37,Urban,Friday,In Stock,220.9162478779291,10895.589345339464
590,Online,75.66,0,39.71,Urban,Saturday,In Stock,359.0933732992054,27169.00462381788
591,Online,78.9,0,19.61,Suburban,Friday,Out of Stock,236.30235229612123,18644.255596163966
592,Physical,24.3,1,95.81,Suburban,Tuesday,Low Stock,840.7432940584633,20551.73931663441
593,Online,64.92,1,15.42,Suburban,Sunday,Out of Stock,518.9693544340369,33691.49048985767
594,Online,22.18,0,36.79,Rural,Thursday,Low Stock,402.14770930943416,8919.636192483249
595,Physical,77.62,1,36.83,Suburban,Wednesday,In Stock,460.20742389905854,35721.30024304493
596,Online,69.13,1,38.84,Urban,Thursday,In Stock,495.91606061604045,34282.67727038688
597,Physical,96.1,1,24.79,Urban,Sunday,In Stock,366.14835796169257,35186.857200118655
598,Online,16.21,1,80.48,Rural,Monday,In Stock,744.1831074745598,12063.208172162616
599,Online,15.13,0,21.02,Urban,Sunday,In Stock,552.100458646825,8353.279939326463
600,Online,35.4,0,67.14,Urban,Wednesday,Low Stock,660.5285815573995,23382.711787131942
601,Online,33.55,0,21.15,Suburban,Thursday,In Stock,369.7369666773464,12404.675232024969
602,Online,32.23,0,16.35,Urban,Thursday,In Stock,329.314037674288,10613.7914342423
603,Online,91.56,1,91.85,Rural,Saturday,Low Stock,541.5115135505503,49580.79418068838
604,Online,32.46,0,27.11,Suburban,Saturday,Low Stock,252.27379053688415,8188.807240827261
605,Online,34.48,1,83.91,Urban,Sunday,In Stock,712.542386056287,24568.461471220773
